,acd05,acd04,acd01,acd02,acd06,acd03
series,1.0,1e-10,1.0,3.0,3.0,1.0
serious,8.0,1e-10,1.0,8.0,8.0,2.0
seriously,2.0,1.0,1e-10,7.0,4.0,1e-10
sermons,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
servant,11.0,11.0,3.0,2.0,10.0,11.0
servants,10.0,4.0,3.0,3.0,4.0,2.0
serve,13.0,30.0,2.0,1.0,12.0,6.0
served,10.0,23.0,5.0,5.0,6.0,2.0
service,25.0,36.0,1.0,7.0,9.0,7.0
services,1.0,1e-10,2.0,1e-10,2.0,1e-10
serving,1.0,2.0,1e-10,1e-10,1e-10,1.0
servitors,1.0,1.0,1e-10,1e-10,1e-10,1e-10
set,59.0,115.0,16.0,28.0,55.0,19.0
settee,1.0,1e-10,1e-10,2.0,1e-10,2.0
setting,5.0,8.0,1.0,3.0,6.0,2.0
settle,9.0,10.0,3.0,2.0,7.0,2.0
settled,8.0,7.0,5.0,6.0,5.0,1e-10
settlement,3.0,1.0,4.0,1.0,1.0,1.0
settlements,6.0,1e-10,1e-10,1e-10,1.0,1e-10
settlers,3.0,1e-10,1.0,1e-10,1e-10,1e-10
settling,3.0,1e-10,1e-10,2.0,4.0,1.0
seven,8.0,24.0,7.0,3.0,9.0,7.0
seventeenth,3.0,1e-10,1.0,1e-10,1e-10,1e-10
seventh,1.0,1e-10,1e-10,1e-10,1.0,1e-10
seventy,5.0,5.0,1e-10,1.0,3.0,3.0
several,6.0,18.0,3.0,24.0,20.0,5.0
severe,2.0,1e-10,1e-10,3.0,5.0,1.0
severed,1.0,3.0,1e-10,1e-10,1e-10,1e-10
sevres,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
shabby,1.0,1e-10,1e-10,1e-10,2.0,1.0
shade,5.0,3.0,1.0,1.0,2.0,1e-10
shaded,2.0,1.0,1e-10,1.0,1.0,2.0
shading,2.0,6.0,1e-10,1e-10,2.0,1e-10
shadow,37.0,30.0,3.0,11.0,14.0,5.0
shadowed,3.0,1.0,1e-10,3.0,1e-10,1e-10
shadowing,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
shadows,18.0,12.0,1e-10,6.0,6.0,1.0
shadowy,4.0,1e-10,2.0,3.0,4.0,1.0
shaft,2.0,40.0,1e-10,1.0,1.0,1e-10
shaggy,1.0,4.0,1e-10,1e-10,6.0,1e-10
shake,4.0,6.0,1.0,1.0,9.0,1e-10
shaken,12.0,3.0,4.0,3.0,7.0,4.0
shaking,11.0,14.0,3.0,3.0,14.0,2.0
shall,170.0,205.0,43.0,39.0,132.0,73.0
shallow,1.0,2.0,1e-10,1e-10,1e-10,1e-10
shambles,1.0,2.0,1e-10,1e-10,1e-10,1e-10
shame,7.0,19.0,1.0,1.0,2.0,1e-10
shamefaced,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
shameful,1.0,2.0,1e-10,1e-10,1e-10,1e-10
shamefully,1.0,1e-10,1e-10,2.0,1e-10,1e-10
shameless,2.0,1.0,1.0,1e-10,1e-10,1e-10
shank,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
shape,3.0,2.0,2.0,7.0,3.0,1.0
shaped,2.0,7.0,1e-10,1.0,1e-10,1e-10
shapeless,1.0,1.0,1e-10,1e-10,1.0,1.0
shapely,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
shapes,1.0,1e-10,1e-10,1.0,1.0,1e-10
share,5.0,8.0,3.0,4.0,8.0,12.0
shared,2.0,1e-10,3.0,2.0,1.0,1e-10
shark,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
sharp,27.0,22.0,9.0,6.0,21.0,10.0
sharpened,1.0,4.0,1e-10,1.0,1e-10,1e-10
sharper,1.0,1.0,1e-10,1e-10,1e-10,1.0
sharply,7.0,1.0,2.0,3.0,2.0,1e-10
shattered,6.0,7.0,1.0,3.0,2.0,1.0
shattering,1.0,1e-10,1e-10,1e-10,1.0,1e-10
shaven,5.0,4.0,1.0,1.0,6.0,1e-10
shaving,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
shavings,2.0,1e-10,1e-10,1e-10,1e-10,1.0
shawl,2.0,1e-10,4.0,1.0,4.0,1.0
shawnees,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
she,506.0,247.0,91.0,137.0,943.0,110.0
sheath,2.0,4.0,1e-10,1e-10,1.0,1e-10
shed,4.0,3.0,1e-10,1.0,11.0,1.0
sheds,2.0,1.0,1e-10,1e-10,1e-10,1e-10
sheep,2.0,13.0,2.0,6.0,2.0,1e-10
sheer,1.0,2.0,1e-10,3.0,1.0,1e-10
sheet,5.0,13.0,1.0,4.0,6.0,4.0
sheets,3.0,4.0,1.0,1.0,5.0,1.0
shell,3.0,3.0,1e-10,1e-10,5.0,2.0
shelter,9.0,9.0,2.0,1.0,5.0,2.0
shepherd,1.0,3.0,1e-10,2.0,1e-10,1e-10
shield,5.0,29.0,1e-10,1.0,1e-10,1e-10
shielded,2.0,1.0,1e-10,1e-10,1e-10,1e-10
shifted,1.0,1e-10,1e-10,1e-10,1e-10,1.0
shimmer,1.0,7.0,1e-10,1e-10,1.0,1e-10
shimmering,3.0,4.0,1e-10,2.0,1e-10,1e-10
shine,2.0,3.0,1e-10,1e-10,1.0,1e-10
shines,1.0,1.0,1e-10,1.0,1e-10,1.0
shingled,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
shining,17.0,22.0,1.0,5.0,15.0,9.0
shiny,1.0,1e-10,1e-10,1e-10,1.0,1e-10
ship,31.0,32.0,1.0,2.0,41.0,2.0
shipmates,1.0,1e-10,1e-10,1e-10,1.0,1e-10
shipped,3.0,1e-10,1e-10,1e-10,1e-10,1e-10
shipping,3.0,1e-10,1e-10,1.0,3.0,1e-10
ships,4.0,8.0,1e-10,1e-10,25.0,1.0
shipwreck,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
shipwrecked,1.0,1e-10,1e-10,1e-10,1e-10,1.0
shirt,6.0,6.0,1.0,3.0,3.0,2.0
shirts,1.0,1.0,1e-10,1e-10,2.0,1e-10
shivered,1.0,5.0,1e-10,1.0,3.0,1.0
shivering,2.0,1.0,1e-10,2.0,4.0,1e-10
shoal,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
shock,5.0,8.0,1.0,6.0,5.0,4.0
shoes,7.0,9.0,3.0,1e-10,2.0,2.0
shone,17.0,11.0,1.0,9.0,13.0,1.0
shook,37.0,24.0,4.0,4.0,19.0,8.0
shoot,4.0,38.0,1e-10,1.0,3.0,2.0
shooting,7.0,16.0,1e-10,1.0,2.0,3.0
shoots,1.0,2.0,1e-10,1e-10,1.0,1e-10
shops,1.0,1e-10,2.0,1e-10,2.0,1e-10
shore,4.0,14.0,1.0,1e-10,2.0,2.0
shores,5.0,1.0,3.0,1.0,1.0,1.0
shorn,2.0,5.0,1e-10,1e-10,1e-10,1e-10
short,29.0,40.0,10.0,15.0,35.0,15.0
shortened,1.0,1e-10,1e-10,1e-10,1e-10,1.0
shortening,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
shorter,3.0,2.0,1e-10,2.0,1e-10,1e-10
shortly,5.0,10.0,1.0,4.0,7.0,4.0
shot,49.0,38.0,4.0,9.0,25.0,11.0
shots,4.0,5.0,1e-10,1.0,1.0,1e-10
should,196.0,268.0,55.0,140.0,193.0,73.0
shoulder,30.0,56.0,9.0,7.0,10.0,6.0
shouldered,1.0,2.0,1.0,1e-10,5.0,1e-10
shoulders,18.0,43.0,4.0,9.0,11.0,7.0
shout,5.0,23.0,1e-10,1e-10,9.0,1e-10
shouted,5.0,44.0,4.0,1e-10,16.0,2.0
shouting,5.0,18.0,1e-10,1.0,4.0,1e-10
shouts,2.0,7.0,1e-10,1e-10,2.0,1e-10
shove,1.0,1e-10,1.0,1e-10,1.0,1e-10
show,29.0,36.0,8.0,15.0,29.0,11.0
showed,27.0,24.0,15.0,20.0,38.0,9.0
shower,4.0,3.0,1e-10,1e-10,1e-10,1e-10
showered,1.0,1.0,1e-10,1e-10,1e-10,1e-10
showing,7.0,4.0,7.0,1.0,7.0,1.0
shown,11.0,16.0,9.0,7.0,15.0,3.0
showy,1.0,1e-10,2.0,1e-10,1e-10,1e-10
shrank,4.0,1.0,1e-10,1.0,1.0,1e-10
shred,1.0,3.0,1e-10,1e-10,1e-10,1.0
shredded,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
shreds,1.0,1.0,1e-10,1e-10,1e-10,1e-10
shrewd,3.0,3.0,1.0,1.0,7.0,2.0
shrewdness,2.0,1.0,1.0,1e-10,1e-10,1e-10
shriek,3.0,1.0,1.0,1e-10,4.0,1e-10
shrieked,4.0,2.0,1.0,1.0,4.0,1e-10
shrieking,1.0,2.0,1e-10,1e-10,1.0,1.0
shrieks,1.0,2.0,1e-10,1e-10,1.0,1e-10
shrill,7.0,15.0,1.0,1e-10,5.0,2.0
shrillness,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
shrilly,1.0,2.0,1e-10,1e-10,1e-10,1e-10
shrink,3.0,4.0,1e-10,1e-10,1e-10,1e-10
shrinking,2.0,2.0,1e-10,1e-10,2.0,1.0
shrouded,2.0,1.0,1e-10,1e-10,1e-10,1e-10
shrouds,3.0,1.0,1e-10,1e-10,2.0,1e-10
shrug,2.0,1.0,1e-10,1.0,1e-10,1e-10
shrugged,5.0,2.0,1e-10,4.0,2.0,1.0
shrunk,2.0,3.0,2.0,1e-10,1e-10,1e-10
shudder,3.0,2.0,1e-10,1.0,5.0,1e-10
shuddered,5.0,1e-10,1e-10,1.0,1.0,1e-10
shuffled,1.0,1e-10,1.0,1.0,3.0,1.0
shuffling,1.0,2.0,1.0,1e-10,2.0,1e-10
shut,3.0,8.0,1e-10,3.0,12.0,3.0
shutters,1.0,1e-10,1e-10,1e-10,1.0,1.0
shy,2.0,2.0,1e-10,1e-10,4.0,1e-10
si,1.0,1.0,1e-10,1e-10,1e-10,1.0
siam,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
sick,6.0,6.0,1e-10,1.0,8.0,2.0
sickens,1.0,1e-10,1e-10,1e-10,1.0,1e-10
sickly,1.0,1.0,1.0,1e-10,2.0,1e-10
sickness,1.0,3.0,1.0,1e-10,1.0,1e-10
side,159.0,210.0,19.0,41.0,88.0,49.0
sidelong,1.0,5.0,1e-10,1e-10,1.0,1.0
sides,7.0,14.0,1.0,4.0,4.0,2.0
sideways,1.0,1.0,1e-10,1e-10,1.0,1.0
sieges,1.0,1.0,1e-10,1e-10,1e-10,1e-10
sieve,1.0,1e-10,1e-10,1e-10,2.0,1e-10
sigh,3.0,3.0,2.0,2.0,6.0,1.0
sighed,2.0,1.0,1e-10,1e-10,1.0,1e-10
sight,34.0,67.0,18.0,14.0,42.0,9.0
sighted,4.0,1e-10,1e-10,1e-10,2.0,1e-10
sights,3.0,1.0,1e-10,1e-10,2.0,1e-10
sign,29.0,28.0,9.0,9.0,19.0,18.0
signal,6.0,1e-10,2.0,5.0,5.0,1e-10
signalled,1.0,1e-10,1e-10,1e-10,1.0,1e-10
signals,2.0,1e-10,1e-10,1e-10,1.0,1e-10
signature,1.0,1e-10,1e-10,1e-10,1.0,1e-10
signed,3.0,1.0,1e-10,1.0,2.0,2.0
signet,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
significance,1.0,1e-10,1.0,1.0,3.0,1e-10
signify,1.0,1e-10,1e-10,1e-10,1.0,1e-10
signs,8.0,6.0,6.0,7.0,8.0,1.0
silence,19.0,17.0,12.0,8.0,17.0,4.0
silenced,3.0,1.0,1e-10,1e-10,1.0,1.0
silent,38.0,27.0,13.0,13.0,13.0,5.0
silently,8.0,4.0,1.0,1e-10,5.0,1e-10
silk,9.0,16.0,1e-10,1.0,1e-10,1e-10
silken,2.0,9.0,1e-10,1e-10,1e-10,1.0
silks,5.0,2.0,1e-10,1e-10,1e-10,1e-10
sill,2.0,1e-10,1.0,1e-10,1e-10,3.0
silver,34.0,42.0,3.0,7.0,13.0,3.0
silvering,2.0,1e-10,1e-10,1.0,1e-10,1e-10
similar,1.0,1e-10,3.0,1.0,4.0,2.0
simon,5.0,77.0,1e-10,1e-10,1e-10,1e-10
simper,1.0,1e-10,1e-10,1e-10,1.0,1e-10
simple,8.0,13.0,5.0,8.0,8.0,9.0
simplest,1.0,1e-10,1e-10,1e-10,2.0,1.0
simply,3.0,1e-10,8.0,3.0,11.0,1.0
sin,10.0,14.0,2.0,1.0,3.0,1.0
since,48.0,65.0,15.0,48.0,37.0,24.0
sinewy,1.0,3.0,2.0,1e-10,1.0,1.0
sinful,2.0,1e-10,1e-10,1e-10,4.0,1e-10
sing,1.0,10.0,1e-10,1e-10,2.0,1e-10
singer,1.0,1e-10,1e-10,1e-10,1.0,1e-10
singers,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
singing,2.0,8.0,1e-10,1.0,1.0,1e-10
single,19.0,17.0,10.0,10.0,28.0,4.0
singular,10.0,2.0,1e-10,11.0,1e-10,6.0
sinister,4.0,4.0,4.0,4.0,7.0,1e-10
sink,1.0,4.0,1.0,2.0,8.0,1e-10
sinking,2.0,3.0,1.0,3.0,9.0,1.0
sinned,1.0,2.0,1e-10,1e-10,2.0,1e-10
sins,6.0,3.0,1e-10,1e-10,1.0,1e-10
sinuous,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
sioux,3.0,1e-10,1e-10,1e-10,1e-10,1e-10
sir,41.0,708.0,19.0,349.0,140.0,41.0
sire,206.0,44.0,1e-10,1e-10,1e-10,1e-10
sister,18.0,3.0,1.0,20.0,1.0,1e-10
sisterhood,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
sisters,4.0,4.0,1e-10,1e-10,1e-10,1e-10
sit,9.0,17.0,1.0,1.0,9.0,3.0
sits,1.0,5.0,1e-10,1e-10,2.0,1.0
sitting,9.0,15.0,11.0,12.0,23.0,4.0
situation,7.0,1.0,4.0,8.0,14.0,4.0
six,23.0,37.0,9.0,5.0,21.0,11.0
sixteen,1.0,4.0,1e-10,1e-10,3.0,1e-10
sixty,4.0,9.0,1.0,1e-10,4.0,2.0
size,2.0,10.0,6.0,1.0,6.0,6.0
sized,1.0,1.0,1.0,1e-10,3.0,1.0
sketch,1.0,1e-10,1.0,1.0,1.0,1e-10
skiff,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
skill,3.0,8.0,2.0,1.0,6.0,1.0
skilled,1.0,7.0,1.0,1e-10,1e-10,1e-10
skin,14.0,13.0,2.0,1.0,7.0,7.0
skinny,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
skins,7.0,3.0,1e-10,1.0,3.0,1.0
skirmishers,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
skirt,7.0,3.0,1.0,1.0,1.0,1e-10
skirted,2.0,1e-10,1.0,1.0,2.0,1e-10
skirting,2.0,1e-10,1.0,1e-10,1e-10,1e-10
skirts,2.0,5.0,1e-10,1e-10,1.0,1e-10
skull,1.0,1.0,1e-10,9.0,3.0,1.0
skunk,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
sky,17.0,23.0,2.0,8.0,11.0,3.0
skyline,1.0,1.0,1.0,1e-10,1e-10,1e-10
slab,1.0,1.0,1e-10,1.0,1e-10,1e-10
slack,2.0,1e-10,1.0,1e-10,1.0,1.0
slackened,2.0,1e-10,1e-10,1e-10,1.0,1e-10
slacker,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
slain,7.0,18.0,1.0,1e-10,1e-10,1e-10
slam,1.0,1e-10,1e-10,1e-10,1.0,1e-10
slammed,2.0,1e-10,1.0,1e-10,1.0,2.0
slanted,1.0,1.0,1e-10,1e-10,1e-10,1e-10
slanting,2.0,5.0,1e-10,1.0,1e-10,1e-10
slapped,2.0,1e-10,2.0,1e-10,2.0,1e-10
slashed,6.0,3.0,1e-10,1e-10,1e-10,1e-10
slashes,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
slate,1.0,1e-10,1e-10,1.0,3.0,1e-10
slave,1.0,2.0,1e-10,1e-10,1.0,1e-10
slay,1.0,7.0,1e-10,1e-10,1e-10,2.0
slaying,1.0,3.0,1e-10,1e-10,1e-10,1.0
slays,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
sleep,25.0,10.0,9.0,4.0,9.0,4.0
sleeper,3.0,1e-10,1e-10,1.0,2.0,1e-10
sleeping,2.0,4.0,1e-10,1e-10,6.0,1e-10
sleeps,1.0,1.0,1e-10,1.0,1e-10,1.0
sleet,1.0,1.0,1e-10,1e-10,1e-10,1e-10
sleeve,5.0,10.0,2.0,1.0,5.0,1e-10
sleeves,3.0,7.0,1e-10,1.0,1e-10,1.0
slept,6.0,7.0,2.0,1e-10,3.0,2.0
sleuth,1.0,1e-10,1e-10,1e-10,1.0,1e-10
slices,1.0,1e-10,1e-10,1e-10,1.0,1e-10
slid,2.0,1.0,1e-10,1e-10,1.0,1.0
sliding,2.0,1.0,1e-10,1e-10,1e-10,1e-10
slight,12.0,8.0,2.0,1e-10,7.0,4.0
slighter,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
slightest,2.0,1e-10,1.0,1.0,3.0,2.0
slightly,1.0,4.0,4.0,1e-10,3.0,1.0
sling,2.0,2.0,1e-10,1e-10,2.0,1e-10
slinging,1.0,1e-10,1.0,1e-10,1.0,1e-10
slip,12.0,3.0,5.0,3.0,13.0,2.0
slipped,12.0,5.0,1e-10,1e-10,9.0,4.0
slipper,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
slippers,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
slippery,1.0,3.0,1e-10,1e-10,3.0,1e-10
slipping,2.0,4.0,1e-10,1e-10,7.0,1e-10
slit,3.0,4.0,1.0,1e-10,1e-10,1e-10
slits,3.0,1e-10,1e-10,1e-10,1e-10,1e-10
sloops,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
slope,4.0,18.0,3.0,5.0,1.0,1e-10
sloped,1.0,6.0,1e-10,1e-10,1e-10,1e-10
slopes,1.0,1e-10,1.0,7.0,1e-10,1.0
slouched,1.0,1e-10,1e-10,1e-10,2.0,1e-10
slow,7.0,12.0,1.0,1e-10,6.0,3.0
slower,3.0,1e-10,1e-10,1e-10,1e-10,1e-10
slowly,24.0,43.0,10.0,14.0,28.0,9.0
slumbered,1.0,1e-10,1e-10,1.0,2.0,1e-10
slumbering,2.0,1.0,1e-10,1e-10,1e-10,1e-10
slung,3.0,8.0,2.0,1e-10,1e-10,1.0
slur,1.0,3.0,1e-10,1e-10,1e-10,1e-10
sly,1.0,1.0,1e-10,1e-10,4.0,2.0
smack,2.0,4.0,1e-10,1e-10,1e-10,1e-10
small,53.0,89.0,27.0,28.0,72.0,85.0
smaller,4.0,8.0,1.0,1.0,5.0,2.0
smallest,2.0,1e-10,2.0,1e-10,1e-10,2.0
smart,3.0,1e-10,9.0,1.0,13.0,1e-10
smarted,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
smashed,1.0,2.0,1e-10,1e-10,1e-10,1e-10
smashing,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
smeared,3.0,2.0,1e-10,1e-10,1e-10,1.0
smell,10.0,6.0,3.0,3.0,9.0,8.0
smile,28.0,22.0,13.0,5.0,36.0,7.0
smiled,13.0,12.0,4.0,2.0,11.0,5.0
smiles,1.0,1.0,1e-10,1e-10,3.0,1.0
smiling,11.0,9.0,6.0,1.0,15.0,3.0
smiting,1.0,1.0,1.0,1e-10,1e-10,1e-10
smoke,19.0,22.0,1.0,8.0,11.0,5.0
smoked,4.0,2.0,1.0,1e-10,4.0,1e-10
smoking,6.0,6.0,1e-10,3.0,7.0,5.0
smooth,6.0,7.0,1e-10,1.0,2.0,1e-10
smoothed,1.0,1.0,1e-10,1e-10,1.0,1.0
smothered,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
smoulder,1.0,2.0,1e-10,1e-10,1e-10,1e-10
smouldering,1.0,1e-10,3.0,1.0,1e-10,1e-10
snail,3.0,1e-10,1e-10,1e-10,1e-10,1e-10
snake,2.0,1.0,1e-10,1e-10,3.0,1.0
snap,6.0,2.0,1e-10,2.0,2.0,2.0
snapped,4.0,4.0,1e-10,2.0,4.0,2.0
snapping,3.0,2.0,1e-10,1e-10,1e-10,1e-10
snarl,2.0,1e-10,1.0,1e-10,2.0,1e-10
snarled,3.0,2.0,1e-10,1e-10,3.0,1.0
snarling,1.0,2.0,1e-10,1e-10,1e-10,1e-10
snatch,1.0,1.0,1e-10,1e-10,1e-10,1e-10
snatches,1.0,1.0,1e-10,1e-10,1e-10,1e-10
sneered,2.0,1.0,1e-10,1e-10,1.0,1e-10
sneering,1.0,3.0,1e-10,1e-10,1e-10,1.0
sniffing,1.0,1e-10,1e-10,1.0,1e-10,2.0
snip,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
snoring,2.0,2.0,1e-10,1e-10,2.0,1e-10
snout,1.0,1.0,1e-10,1e-10,1e-10,1e-10
snow,4.0,8.0,6.0,1e-10,5.0,1e-10
snows,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
snuff,7.0,1e-10,1e-10,1e-10,1.0,1e-10
snuffed,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
snuffing,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
snyders,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
so,488.0,592.0,160.0,244.0,483.0,156.0
soap,1.0,1e-10,1e-10,1e-10,1.0,1e-10
sobbing,2.0,1.0,1.0,3.0,4.0,1e-10
sobs,1.0,1.0,1.0,1.0,1e-10,1e-10
society,2.0,1e-10,2.0,1.0,8.0,1e-10
sockets,2.0,1.0,1e-10,1e-10,1.0,1e-10
sofa,1.0,1e-10,3.0,1e-10,9.0,2.0
soft,10.0,15.0,1.0,3.0,9.0,3.0
soften,2.0,1.0,1e-10,1e-10,1.0,1e-10
softened,4.0,5.0,1e-10,1.0,2.0,1.0
softening,1.0,2.0,1e-10,1e-10,1e-10,1e-10
softens,2.0,1.0,1e-10,1e-10,1e-10,1e-10
softer,2.0,1.0,1e-10,1e-10,1e-10,1e-10
softly,2.0,5.0,1.0,2.0,3.0,1e-10
softness,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
soil,3.0,5.0,4.0,2.0,1.0,1.0
sold,1.0,8.0,1.0,1e-10,2.0,1.0
soldier,47.0,40.0,1e-10,1.0,39.0,1e-10
soldiered,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
soldierly,1.0,2.0,1e-10,1.0,1e-10,1e-10
soldiers,25.0,37.0,1e-10,1e-10,2.0,2.0
sole,5.0,5.0,1.0,1e-10,4.0,1.0
solemn,6.0,5.0,2.0,2.0,5.0,2.0
solemnise,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
solemnly,4.0,4.0,1e-10,1e-10,8.0,1.0
solicit,1.0,1e-10,1.0,1e-10,1e-10,1e-10
solicitude,1.0,1e-10,1e-10,1e-10,1.0,1e-10
solid,4.0,1e-10,2.0,2.0,8.0,3.0
solitary,1.0,1e-10,5.0,2.0,6.0,1e-10
solitude,2.0,1e-10,1e-10,2.0,2.0,1e-10
sombre,14.0,6.0,1.0,4.0,5.0,3.0
some,184.0,240.0,103.0,141.0,337.0,110.0
somebody,1.0,1e-10,1.0,3.0,1e-10,1e-10
somehow,1.0,1e-10,2.0,1e-10,2.0,1e-10
something,61.0,30.0,21.0,43.0,63.0,32.0
sometimes,23.0,7.0,8.0,11.0,11.0,6.0
somewhat,11.0,24.0,8.0,2.0,32.0,8.0
somewhere,3.0,4.0,2.0,8.0,2.0,3.0
son,40.0,27.0,11.0,4.0,149.0,5.0
song,3.0,16.0,1e-10,1e-10,3.0,1e-10
sons,7.0,3.0,1.0,4.0,1e-10,4.0
soon,40.0,20.0,23.0,13.0,41.0,17.0
sooner,3.0,2.0,2.0,5.0,11.0,1.0
soot,1.0,1.0,1e-10,1e-10,1e-10,1e-10
soothe,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
soothing,7.0,5.0,1e-10,1e-10,2.0,2.0
soothingly,3.0,1e-10,1e-10,1e-10,1.0,1e-10
sorbonne,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
sordid,1.0,2.0,1.0,1e-10,1.0,1.0
sore,2.0,13.0,3.0,1e-10,4.0,1e-10
sorrow,3.0,2.0,1e-10,2.0,2.0,2.0
sorrowed,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
sorrows,1.0,2.0,1e-10,1e-10,1e-10,1e-10
sorry,12.0,26.0,2.0,8.0,13.0,7.0
sort,8.0,6.0,9.0,8.0,44.0,12.0
soubrette,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
sough,1.0,1.0,1e-10,1e-10,1e-10,1e-10
sought,1.0,3.0,1e-10,1.0,1e-10,1.0
soul,44.0,44.0,5.0,10.0,28.0,9.0
souls,6.0,14.0,1.0,2.0,2.0,1e-10
sound,28.0,38.0,6.0,25.0,38.0,8.0
sounded,4.0,11.0,1.0,1.0,7.0,2.0
sounding,1.0,2.0,1e-10,1e-10,1.0,1.0
sounds,3.0,5.0,1.0,1.0,7.0,4.0
soup,1.0,1e-10,1e-10,1e-10,1.0,1e-10
sour,1.0,5.0,1.0,1e-10,1e-10,1e-10
source,2.0,4.0,1.0,1.0,2.0,1e-10
soused,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
soutane,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
south,30.0,34.0,3.0,11.0,11.0,3.0
southern,9.0,2.0,1e-10,1e-10,1.0,1.0
sown,1.0,2.0,1e-10,1e-10,2.0,1e-10
space,10.0,14.0,1.0,6.0,7.0,3.0
spaces,1.0,1.0,1e-10,1.0,1e-10,1e-10
spade,1.0,10.0,1e-10,1e-10,1.0,1e-10
spain,2.0,40.0,1e-10,1e-10,1.0,1e-10
spalding,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
spaniards,1.0,12.0,1e-10,1e-10,1.0,1e-10
spanish,4.0,33.0,1e-10,3.0,3.0,1e-10
spar,7.0,1.0,1e-10,1e-10,1e-10,1e-10
spare,21.0,13.0,1.0,2.0,2.0,1.0
spark,1.0,2.0,1e-10,1e-10,1e-10,1.0
sparkle,3.0,5.0,1e-10,1e-10,1.0,1.0
sparkled,5.0,8.0,2.0,1e-10,5.0,1e-10
sparkling,5.0,11.0,1e-10,1.0,5.0,1e-10
spars,2.0,1e-10,1e-10,1e-10,1.0,1e-10
spasm,3.0,1e-10,1.0,1.0,1.0,1e-10
spat,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
spatter,1.0,1.0,1e-10,1e-10,1e-10,1e-10
spawn,1.0,1.0,1e-10,1e-10,1e-10,1e-10
speak,37.0,39.0,5.0,13.0,31.0,8.0
speaker,3.0,3.0,1e-10,1e-10,1.0,1e-10
speaking,10.0,14.0,2.0,1e-10,7.0,2.0
speaks,7.0,6.0,1e-10,1.0,2.0,2.0
special,3.0,2.0,3.0,6.0,9.0,2.0
speck,2.0,1e-10,1.0,2.0,1e-10,2.0
spectacle,3.0,2.0,1.0,1.0,1.0,1e-10
speculations,1.0,1e-10,1.0,1e-10,8.0,2.0
sped,6.0,7.0,1e-10,1e-10,1e-10,1e-10
speech,6.0,25.0,1.0,1e-10,6.0,1.0
speed,5.0,19.0,4.0,3.0,9.0,4.0
speedily,1.0,3.0,7.0,1e-10,6.0,1e-10
speeding,1.0,2.0,1e-10,1e-10,1.0,1e-10
speedwell,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
speedy,3.0,1e-10,1e-10,1e-10,1e-10,1e-10
spell,3.0,1e-10,1e-10,1e-10,1e-10,1e-10
spend,3.0,2.0,1.0,1e-10,7.0,4.0
spending,1.0,1e-10,1.0,1e-10,1.0,1e-10
spent,29.0,19.0,3.0,7.0,15.0,1.0
